year,ncessch,school_name,state_location,grade_crdc,enrl_algebra1,students_passing_algebra1
"2017","063560007437","Alternative Family Education","CA","Grades 11 and 12","",""
"2017","063560007437","Alternative Family Education","CA","Total","",""
"2017","062691011552","Alternative Learning Academy at Conley-Caraballo High","CA","Grades 7 and 8","",""
"2017","062691011552","Alternative Learning Academy at Conley-Caraballo High","CA","Grades 9 and 10","0","0"
"2017","062691011552","Alternative Learning Academy at Conley-Caraballo High","CA","Grades 11 and 12","2","0"
"2017","062691011552","Alternative Learning Academy at Conley-Caraballo High","CA","Total","2","0"
"2017","063417010048","Alternative Learning Center","CA","Grades 7 and 8","",""
"2017","063417010048","Alternative Learning Center","CA","Grades 9 and 10","",""
"2017","063417010048","Alternative Learning Center","CA","Grades 11 and 12","",""
"2017","063417010048","Alternative Learning Center","CA","Total","",""
"2017","060177008674","Alternatives in Action","CA","Grades 7 and 8","",""
"2017","060177008674","Alternatives in Action","CA","Grades 9 and 10","43","31"
"2017","060177008674","Alternatives in Action","CA","Grades 11 and 12","21","16"
"2017","060177008674","Alternatives in Action","CA","Total","64","47"
"2017","060243013134","Alvord Alternative Continuation High","CA","Grades 7 and 8","",""
"2017","060243013134","Alvord Alternative Continuation High","CA","Grades 9 and 10","7","2"
"2017","060243013134","Alvord Alternative Continuation High","CA","Grades 11 and 12","13","4"
"2017","060243013134","Alvord Alternative Continuation High","CA","Total","20","6"
"2017","060243000128","Alvord Continuation High","CA","Grades 7 and 8","",""
"2017","060243000128","Alvord Continuation High","CA","Grades 9 and 10","6","2"
"2017","060243000128","Alvord Continuation High","CA","Grades 11 and 12","8","2"
"2017","060243000128","Alvord Continuation High","CA","Total","14","4"
"2017","069100106970","Amador County Special Education","CA","Grades 7 and 8","",""
"2017","069100106970","Amador County Special Education","CA","Grades 9 and 10","",""
"2017","069100106970","Amador County Special Education","CA","Grades 11 and 12","",""
"2017","069100106970","Amador County Special Education","CA","Total","",""
"2017","060245008786","Amador High","CA","Grades 7 and 8","",""
"2017","060245008786","Amador High","CA","Grades 9 and 10","243","149"
"2017","060245008786","Amador High","CA","Grades 11 and 12","26","2"
"2017","060245008786","Amador High","CA","Total","269","151"
"2017","060002009282","Amador Valley High","CA","Grades 7 and 8","",""
"2017","060002009282","Amador Valley High","CA","Grades 9 and 10","386","353"
"2017","060002009282","Amador Valley High","CA","Grades 11 and 12","4","1"
"2017","060002009282","Amador Valley High","CA","Total","390","354"
"2017","063168014206","Ambassador Phillip V. Sanchez II Public Charter","CA","Grades 7 and 8","",""
"2017","063168014206","Ambassador Phillip V. Sanchez II Public Charter","CA","Grades 9 and 10","",""
"2017","063168014206","Ambassador Phillip V. Sanchez II Public Charter","CA","Grades 11 and 12","",""
"2017","063168014206","Ambassador Phillip V. Sanchez II Public Charter","CA","Total","",""
"2017","063168012984","Ambassador Phillip V. Sanchez Public Charter","CA","Grades 7 and 8","",""
"2017","063168012984","Ambassador Phillip V. Sanchez Public Charter","CA","Grades 9 and 10","",""
"2017","063168012984","Ambassador Phillip V. Sanchez Public Charter","CA","Grades 11 and 12","",""
"2017","063168012984","Ambassador Phillip V. Sanchez Public Charter","CA","Total","",""
"2017","062271012559","Ambassador-Global Leadership","CA","Grades 7 and 8","",""
"2017","062271012559","Ambassador-Global Leadership","CA","Grades 9 and 10","111","43"
"2017","062271012559","Ambassador-Global Leadership","CA","Grades 11 and 12","0","0"
"2017","062271012559","Ambassador-Global Leadership","CA","Total","111","43"
"2017","062271002972","Amelia Earhart Continuation","CA","Grades 7 and 8","",""
"2017","062271002972","Amelia Earhart Continuation","CA","Grades 9 and 10","1","1"
"2017","062271002972","Amelia Earhart Continuation","CA","Grades 11 and 12","2","0"
"2017","062271002972","Amelia Earhart Continuation","CA","Total","3","1"
"2017","062664012535","American Canyon High","CA","Grades 7 and 8","",""
"2017","062664012535","American Canyon High","CA","Grades 9 and 10","386","94"
"2017","062664012535","American Canyon High","CA","Grades 11 and 12","13","4"
"2017","062664012535","American Canyon High","CA","Total","399","98"
"2017","061440001654","American High","CA","Grades 7 and 8","",""
"2017","061440001654","American High","CA","Grades 9 and 10","398","354"
"2017","061440001654","American High","CA","Grades 11 and 12","18","7"
"2017","061440001654","American High","CA","Total","416","361"
"2017","062805011563","American Indian Public High","CA","Grades 7 and 8","",""
"2017","062805011563","American Indian Public High","CA","Grades 9 and 10","",""
"2017","062805011563","American Indian Public High","CA","Grades 11 and 12","",""
"2017","062805011563","American Indian Public High","CA","Total","",""
"2017","063384005221","American Legion High (Continuation)","CA","Grades 7 and 8","",""
"2017","063384005221","American Legion High (Continuation)","CA","Grades 9 and 10","8","8"
"2017","063384005221","American Legion High (Continuation)","CA","Grades 11 and 12","75","75"
"2017","063384005221","American Legion High (Continuation)","CA","Total","83","83"
"2017","060524012774","American River Charter","CA","Grades 7 and 8","",""
"2017","060524012774","American River Charter","CA","Grades 9 and 10","",""
"2017","060524012774","American River Charter","CA","Grades 11 and 12","",""
"2017","060524012774","American River Charter","CA","Total","",""
"2017","063432014198","Americas  Finest Charter","CA","Grades 7 and 8","46","46"
"2017","063432014198","Americas  Finest Charter","CA","Grades 9 and 10","33","29"
"2017","063432014198","Americas  Finest Charter","CA","Grades 11 and 12","",""
"2017","063432014198","Americas  Finest Charter","CA","Total","79","75"
"2017","061111007694","Amistad High (Continuation)","CA","Grades 7 and 8","",""
"2017","061111007694","Amistad High (Continuation)","CA","Grades 9 and 10","9","6"
"2017","061111007694","Amistad High (Continuation)","CA","Grades 11 and 12","25","12"
"2017","061111007694","Amistad High (Continuation)","CA","Total","34","18"
"2017","060263000169","Anaheim High","CA","Grades 7 and 8","",""
"2017","060263000169","Anaheim High","CA","Grades 9 and 10","1075","44"
"2017","060263000169","Anaheim High","CA","Grades 11 and 12","28","2"
"2017","060263000169","Anaheim High","CA","Total","1103","46"
"2017","060143012271","Anahuacalmecac International Univ Prep of N. America","CA","Grades 7 and 8","27","26"
"2017","060143012271","Anahuacalmecac International Univ Prep of N. America","CA","Grades 9 and 10","4","4"
"2017","060143012271","Anahuacalmecac International Univ Prep of N. America","CA","Grades 11 and 12","0","0"
"2017","060143012271","Anahuacalmecac International Univ Prep of N. America","CA","Total","31","30"
"2017","060267000193","Analy High","CA","Grades 7 and 8","",""
"2017","060267000193","Analy High","CA","Grades 9 and 10","413","407"
"2017","060267000193","Analy High","CA","Grades 11 and 12","64","59"
"2017","060267000193","Analy High","CA","Total","477","466"
"2017","060270007439","Anderson Community Day","CA","Grades 7 and 8","",""
"2017","060270007439","Anderson Community Day","CA","Grades 9 and 10","",""
"2017","060270007439","Anderson Community Day","CA","Grades 11 and 12","",""
"2017","060270007439","Anderson Community Day","CA","Total","",""
"2017","060270000196","Anderson High","CA","Grades 7 and 8","",""
"2017","060270000196","Anderson High","CA","Grades 9 and 10","146","110"
"2017","060270000196","Anderson High","CA","Grades 11 and 12","10","4"
"2017","060270000196","Anderson High","CA","Total","156","114"
"2017","060270010671","Anderson New Technology High","CA","Grades 7 and 8","",""
"2017","060270010671","Anderson New Technology High","CA","Grades 9 and 10","71","62"
"2017","060270010671","Anderson New Technology High","CA","Grades 11 and 12","0","0"
"2017","060270010671","Anderson New Technology High","CA","Total","71","62"
"2017","060273000199","Anderson Valley Junior-Senior High","CA","Grades 7 and 8","",""
"2017","060273000199","Anderson Valley Junior-Senior High","CA","Grades 9 and 10","31","30"
"2017","060273000199","Anderson Valley Junior-Senior High","CA","Grades 11 and 12","2","2"
"2017","060273000199","Anderson Valley Junior-Senior High","CA","Total","33","32"
"2017","061524007518","Anderson W. Clark Magnet High","CA","Grades 7 and 8","",""
"2017","061524007518","Anderson W. Clark Magnet High","CA","Grades 9 and 10","200","1"
"2017","061524007518","Anderson W. Clark Magnet High","CA","Grades 11 and 12","0","0"
"2017","061524007518","Anderson W. Clark Magnet High","CA","Total","200","1"
"2017","063417007342","Anderson","CA","Grades 7 and 8","",""
"2017","063417007342","Anderson","CA","Grades 9 and 10","",""
"2017","063417007342","Anderson","CA","Grades 11 and 12","",""
"2017","063417007342","Anderson","CA","Total","",""
"2017","061182001301","Andrew P. Hill High","CA","Grades 7 and 8","",""
"2017","061182001301","Andrew P. Hill High","CA","Grades 9 and 10","461","218"
"2017","061182001301","Andrew P. Hill High","CA","Grades 11 and 12","104","26"
"2017","061182001301","Andrew P. Hill High","CA","Total","565","244"
"2017","061336010429","Angelo Rodriguez High","CA","Grades 7 and 8","",""
"2017","061336010429","Angelo Rodriguez High","CA","Grades 9 and 10","294","174"
"2017","061336010429","Angelo Rodriguez High","CA","Grades 11 and 12","29","10"
"2017","061336010429","Angelo Rodriguez High","CA","Total","323","184"
"2017","062271002815","Angels Gate (Continuation)","CA","Grades 7 and 8","",""
"2017","062271002815","Angels Gate (Continuation)","CA","Grades 9 and 10","28","0"
"2017","062271002815","Angels Gate (Continuation)","CA","Grades 11 and 12","7","4"
"2017","062271002815","Angels Gate (Continuation)","CA","Total","35","4"
"2017","069107814151","Animo City of Champions Charter High","CA","Grades 7 and 8","",""
"2017","069107814151","Animo City of Champions Charter High","CA","Grades 9 and 10","156","142"
"2017","069107814151","Animo City of Champions Charter High","CA","Grades 11 and 12","",""
"2017","069107814151","Animo City of Champions Charter High","CA","Total","156","142"
"2017","062271012903","Animo College Preparatory Academy","CA","Grades 7 and 8","",""
"2017","062271012903","Animo College Preparatory Academy","CA","Grades 9 and 10","121","91"
"2017","062271012903","Animo College Preparatory Academy","CA","Grades 11 and 12","6","3"
"2017","062271012903","Animo College Preparatory Academy","CA","Total","127","94"
"2017","061839010538","Animo Inglewood Charter High","CA","Grades 7 and 8","",""
"2017","061839010538","Animo Inglewood Charter High","CA","Grades 9 and 10","167","167"
"2017","061839010538","Animo Inglewood Charter High","CA","Grades 11 and 12","1","1"
"2017","061839010538","Animo Inglewood Charter High","CA","Total","168","168"
"2017","062271011636","Animo Jackie Robinson High","CA","Grades 7 and 8","",""
"2017","062271011636","Animo Jackie Robinson High","CA","Grades 9 and 10","158","116"
"2017","062271011636","Animo Jackie Robinson High","CA","Grades 11 and 12","1","1"
"2017","062271011636","Animo Jackie Robinson High","CA","Total","159","117"
"2017","062142008504","Animo Leadership High","CA","Grades 7 and 8","",""
"2017","062142008504","Animo Leadership High","CA","Grades 9 and 10","166","132"
"2017","062142008504","Animo Leadership High","CA","Grades 11 and 12","1","0"
"2017","062142008504","Animo Leadership High","CA","Total","167","132"
"2017","062271010849","Animo Pat Brown","CA","Grades 7 and 8","",""
"2017","062271010849","Animo Pat Brown","CA","Grades 9 and 10","164","122"
"2017","062271010849","Animo Pat Brown","CA","Grades 11 and 12","4","2"
"2017","062271010849","Animo Pat Brown","CA","Total","168","124"
"2017","062271011635","Animo Ralph Bunche Charter High","CA","Grades 7 and 8","",""
"2017","062271011635","Animo Ralph Bunche Charter High","CA","Grades 9 and 10","167","135"
"2017","062271011635","Animo Ralph Bunche Charter High","CA","Grades 11 and 12","4","3"
"2017","062271011635","Animo Ralph Bunche Charter High","CA","Total","171","138"
"2017","062271010836","Animo South Los Angeles Charter","CA","Grades 7 and 8","",""
"2017","062271010836","Animo South Los Angeles Charter","CA","Grades 9 and 10","173","150"
"2017","062271010836","Animo South Los Angeles Charter","CA","Grades 11 and 12","1","1"
"2017","062271010836","Animo South Los Angeles Charter","CA","Total","174","151"
"2017","062271011640","Animo Watts College Preparatory Academy","CA","Grades 7 and 8","",""
"2017","062271011640","Animo Watts College Preparatory Academy","CA","Grades 9 and 10","154","144"
"2017","062271011640","Animo Watts College Preparatory Academy","CA","Grades 11 and 12","1","1"
"2017","062271011640","Animo Watts College Preparatory Academy","CA","Total","155","145"
"2017","062583011453","Ann Sobrato High","CA","Grades 7 and 8","",""
"2017","062583011453","Ann Sobrato High","CA","Grades 9 and 10","",""
"2017","062583011453","Ann Sobrato High","CA","Grades 11 and 12","",""
"2017","062583011453","Ann Sobrato High","CA","Total","",""
"2017","063363012310","Antelope High","CA","Grades 7 and 8","",""
"2017","063363012310","Antelope High","CA","Grades 9 and 10","442","366"
"2017","063363012310","Antelope High","CA","Grades 11 and 12","21","17"
"2017","063363012310","Antelope High","CA","Total","463","383"
"2017","060282000203","Antelope Valley High","CA","Grades 7 and 8","",""
"2017","060282000203","Antelope Valley High","CA","Grades 9 and 10","458","303"
"2017","060282000203","Antelope Valley High","CA","Grades 11 and 12","12","8"
"2017","060282000203","Antelope Valley High","CA","Total","470","311"
"2017","062958012022","Antelope Valley Learning Academy","CA","Grades 7 and 8","",""
"2017","062958012022","Antelope Valley Learning Academy","CA","Grades 9 and 10","",""
"2017","062958012022","Antelope Valley Learning Academy","CA","Grades 11 and 12","",""
"2017","062958012022","Antelope Valley Learning Academy","CA","Total","",""
"2017","060285000207","Antioch High","CA","Grades 7 and 8","",""
"2017","060285000207","Antioch High","CA","Grades 9 and 10","611","345"
"2017","060285000207","Antioch High","CA","Grades 11 and 12","74","49"
"2017","060285000207","Antioch High","CA","Total","685","394"
"2017","069113603761","Anzar High","CA","Grades 7 and 8","",""
"2017","069113603761","Anzar High","CA","Grades 9 and 10","72","68"
"2017","069113603761","Anzar High","CA","Grades 11 and 12","7","5"
"2017","069113603761","Anzar High","CA","Total","79","73"
